idx,charterer,ship,type,fleet,loaded,delivered,bl,year,month,load_port,disch_port,region,distance,src
28-2025-S,KMG TRADING AG,DUGI OTOK,Aframax,3rd party,94882.0,94882.0,2025-05-19,2025,5,CPC,Haifa,Black-Med,Middle,2026-08-12
31-2025-S,KMG TRADING AG,Green Anax,Aframax,3rd party,80011.0,80011.0,2025-05-23,2025,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2025 ALA,Litasco SA,Alatau,Alatau-Aframax,Own fleet,90363.042,90363.042,2025-05-28,2025,5,Zawia,Trieste,Med-Med,Short,2026-08-12
33-2025-S,KMG TRADING AG,Olib,Aframax,3rd party,95026.0,95026.0,2025-06-03,2025,6,CPC,Haifa,Black-Med,Middle,2026-08-12
07-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80030.0,80030.0,2025-06-05,2025,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
35-2025-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,79915.97,79915.97,2025-06-11,2025,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,96806.0,96806.0,2025-06-13,2025,6,CPC,Trieste,Black-Med,Middle,2026-08-12
09-2025 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,81951.0,81951.0,2025-06-16,2025,6,CPC,Midia,Black-Black,Short,2026-08-12
36-2025-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,80161.0,80161.0,2025-06-24,2025,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
37-2025-S,KMG TRADING AG,Nissos Paros,Aframax,3rd party,98331.0,98331.0,2025-06-23,2025,6,CPC,Sarroch,Black-Med,Middle,2026-08-12
09-2025 ALT,HERITAGE,Altai,Altai-Aframax,Own fleet,89806.46,89806.46,2025-06-30,2025,6,Ceyhan,Sarroch,Med-Med,Short,2026-08-12
10-2025 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80003.0,80003.0,2025-07-05,2025,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
39-2025-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,87153.0,87153.0,2025-07-04,2025,7,CPC,Fawley,Black-UK,Long,2026-08-12
40-2025-S,KMG TRADING AG,Wave,Aframax,3rd party,80003.0,80003.0,2025-07-12,2025,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
41-2025-S,KMG TRADING AG,ELANDRA SWIFT,Aframax,3rd party,83698.0,83698.0,2025-07-12,2025,7,CPC,Trieste,Black-Med,Middle,2026-08-12
11-2025 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79939.0,79939.0,2025-07-16,2025,7,CPC,Midia,Black-Black,Short,2026-08-12
42-2025-S,KMG TRADING AG,Wave,Aframax,3rd party,86952.0,86952.0,2025-07-26,2025,7,CPC,Midia,Black-Black,Short,2026-08-12
43-2025-S,KMG TRADING AG,Rava,Aframax,3rd party,84901.0,84901.0,2025-07-28,2025,7,CPC,Castellon,Black-Med,Middle,2026-08-12
45-2025-S,KMG TRADING AG,Prometheus Energy,Aframax,3rd party,94948.0,94948.0,2025-07-29,2025,7,CPC,Constanta,Black-Black,Short,2026-08-12
12-2025 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84932.0,84932.0,2025-07-27,2025,7,CPC,Omisalj,Black-Med,Middle,2026-08-12
10-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80100.0,80100.0,2025-07-25,2025,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
11-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79897.0,79897.0,2025-08-04,2025,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
46-2025-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,92656.0,92656.0,2025-08-09,2025,8,CPC,Agio Theodoroi,Black-Med,Middle,2026-08-12
47-2025-S,KMG TRADING AG,Prometheus Energy,Aframax,3rd party,80100.0,80100.0,2025-08-12,2025,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2025 ALA,SEARIVER MARITIME LLC,Alatau,Alatau-Aframax,Own fleet,89947.0,89947.0,2025-08-15,2025,8,CPC,Castellon,Black-Med,Middle,2026-08-12
12-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84944.0,84944.0,2025-08-16,2025,8,CPC,Midia,Black-Black,Short,2026-08-12
50-2025-S,KMG TRADING AG,Rava,Aframax,3rd party,80000.0,80000.0,2025-08-20,2025,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
51-2025-S,KMG TRADING AG,Malibu,Suezmax,3rd party,131893.0,131893.0,2025-09-01,2025,9,CPC,FOS,Black-Med,Middle,2026-08-12
52-2025-S,KMG TRADING AG,Toska,Suezmax,3rd party,131951.0,131951.0,2025-09-05,2025,9,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
13-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79887.0,79887.0,2025-09-06,2025,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
55-2025-S,KMG TRADING AG,Nissos Paros,Aframax,3rd party,79907.0,79907.0,2025-09-09,2025,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80007.0,80007.0,2025-09-15,2025,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2025 ALA,Repsol,Alatau,Alatau-Aframax,Own fleet,94748.08,94748.08,2025-09-19,2025,9,Zawia,Constanta,Med-Black,Middle,2026-08-12
56-2025-S,KMG TRADING AG,Samsara,Suezmax,3rd party,131679.0,131679.0,2025-09-22,2025,9,CPC,Trieste,Black-Med,Middle,2026-08-12
58-2025-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,81462.0,81462.0,2025-09-23,2025,9,CPC,Midia,Black-Black,Short,2026-08-12
57-2025-S,KMG TRADING AG,Matala,Suezmax,3rd party,131949.0,131949.0,2025-09-30,2025,9,CPC,Tutunciftlik/Aliaga,Black-Med,Middle,2026-08-12
60-2025-S,KMG TRADING AG,Nissos Paros,Aframax,3rd party,97517.0,97517.0,2025-10-05,2025,10,CPC,Castellon,Black-Med,Middle,2026-08-12
15-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80155.0,80155.0,2025-10-07,2025,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
61-2025-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,80003.0,80003.0,2025-10-14,2025,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2025 ALT,Chevron Tankers Ltd,Altai,Altai-Aframax,Own fleet,89898.0,89898.0,2025-10-18,2025,10,CPC,FOS,Black-Med,Middle,2026-08-12
62-2025-S,KMG TRADING AG,Prometheus Energy,Aframax,3rd party,90094.0,90094.0,2025-10-22,2025,10,CPC,Trieste,Black-Med,Middle,2026-08-12
15-2025 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80200.0,80200.0,2025-10-23,2025,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
63-2025-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,80014.0,80014.0,2025-10-25,2025,10,CPC,Midia,Black-Black,Short,2026-08-12
65-2025-S,KMG TRADING AG,Valfoglia,Aframax,3rd party,84894.0,84894.0,2025-10-29,2025,10,CPC,Haifa,Black-Med,Middle,2026-08-12
64-2025-S,KMG TRADING AG,NISSOS CHRISTIANA,Aframax,3rd party,89895.0,89895.0,2025-10-29,2025,10,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
16-2025 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80100.0,80100.0,2025-11-04,2025,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
66-2025-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,84929.0,84929.0,2025-11-08,2025,11,CPC,Trieste,Black-Med,Middle,2026-08-12
69-2025-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,80000.0,80000.0,2025-11-11,2025,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
67-2025-S,KMG TRADING AG,MARAN ATLAS,Aframax,3rd party,84951.0,84951.0,2025-11-12,2025,11,CPC,Castellon,Black-Med,Middle,2026-08-12
68-2025-S,KMG TRADING AG,DELTA STAR,Aframax,3rd party,84954.0,84954.0,2025-11-18,2025,11,CPC,Haifa,Black-Med,Middle,2026-08-12
17-2025 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,82871.0,82871.0,2025-11-20,2025,11,CPC,Trieste,Black-Med,Middle,2026-08-12
71-2025-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,80089.0,80089.0,2025-11-22,2025,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
70-2025-S,KMG TRADING AG,NISSOS CHRISTIANA,Aframax,3rd party,80896.0,80896.0,2025-11-23,2025,11,CPC,Agio Theodoroi,Black-Med,Middle,2026-08-12
73-2025-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,79901.0,79901.0,2025-12-06,2025,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
75-2025-S,KMG TRADING AG,NISSOS SERIFOS,Aframax,3rd party,80091.76,80091.76,2025-12-17,2025,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
78-2025-S,KMG TRADING AG,Amalthea,Aframax,3rd party,90627.0,90627.0,2025-12-19,2025,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
17-2025 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84894.0,84894.0,2025-12-24,2025,12,CPC,Aliaga/Ceyhan,Black-Med,Middle,2026-08-12
01-2026 ALA,Sonatrach,Alatau,Alatau-Aframax,Own fleet,105556.044,105556.044,2026-01-08,2026,1,Sidi Kerir,Augusta,Med-Med,Short,2026-08-12
74-2025-S,KMG TRADING AG,Seacalm,Aframax,3rd party,89952.0,89952.0,2026-01-13,2026,1,CPC,Trieste,Black-Med,Middle,2026-08-12
81-2025-S,KMG TRADING AG,AMALTHEA,Aframax,3rd party,79679.0,105556.044,2026-01-12,2026,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
76-2025-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,86897.0,86897.0,2026-01-15,2026,1,CPC,Midia,Black-Black,Short,2026-08-12
72-2025-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,92945.0,92945.0,2026-01-18,2026,1,CPC,Trieste,Black-Med,Middle,2026-08-12
01-2026 ALT,Mar Int DMCC,Altai,Altai-Aframax,Own fleet,79245.92,79245.92,2026-01-18,2026,1,Es Sider,Midia,Med-Black,Middle,2026-08-12
02-2026 ALA,Equinor,Alatau,Alatau-Aframax,Own fleet,81201.569,81201.569,2026-01-19,2026,1,Zawia,Trieste,Med-Med,Short,2026-08-12
79-2025-S,KMG TRADING AG,SEAFAITH,Aframax,3rd party,92949.0,92949.0,2026-01-22,2026,1,CPC,Tutunciftlik/Aliaga,Black-Med,Middle,2026-08-12
03-2026-S,KMG TRADING AG,SEAMUSIC,Aframax,3rd party,88123.0,88123.0,2026-01-25,2026,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
77-2025-S,KMG TRADING AG,Matilda,Aframax,3rd party,92898.0,92898.0,2026-01-24,2026,1,CPC,Sarroch,Black-Med,Middle,2026-08-12
02-2026-S,KMG TRADING AG,NISSOS SERIFOS,Aframax,3rd party,92766.0,92766.0,2026-01-26,2026,1,CPC,Haifa,Black-Med,Middle,2026-08-12
01-2026-S,KMG TRADING AG,DELTA IOS,Suezmax,3rd party,129964.0,129964.0,2026-01-27,2026,1,CPC,Aliaga,Black-Med,Middle,2026-08-12
03-2026 ALA,Phillips 66,Alatau,Alatau-Aframax,Own fleet,78273.65,78273.65,2026-02-05,2026,2,Es Sider,Trieste,Med-Med,Short,2026-08-12
04-2026-S,KMG TRADING AG,Minerva Karteria,Aframax,3rd party,99940.0,99940.0,2026-02-05,2026,2,CPC,Omisalj,Black-Med,Middle,2026-08-12
06-2026-S,KMG TRADING AG,SEAMUSIC,Aframax,3rd party,79650.0,79650.0,2026-02-12,2026,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2026 ALT,Sonatrach,Altai,Altai-Aframax,Own fleet,96358.586,96358.586,2026-02-22,2026,2,Sidi Kerir,Augusta,Med-Med,Short,2026-08-12
09-2026-S,KMG TRADING AG,Milos,Suezmax,3rd party,129895.0,129895.0,2026-02-25,2026,2,CPC,Santa Panagia,Black-Med,Middle,2026-08-12
04-2026 ALA,CSSA,Alatau,Alatau-Aframax,Own fleet,81388.831,81388.831,2026-02-25,2026,2,MARSA EL BREGA,Castellon,Med-Med,Short,2026-08-12
10-2026-S,KMG TRADING AG,NISSOS SERIFOS,Aframax,3rd party,87934.0,87934.0,2026-02-27,2026,2,CPC,Haifa,Black-Med,Middle,2026-08-12
13-2026-S,KMG TRADING AG,Delta Ocean,Suezmax,3rd party,131899.0,131899.0,2026-03-03,2026,3,CPC,Ashkelon,Black-Med,Middle,2026-08-12
14-2026-S,KMG TRADING AG,PASCHALIS,Suezmax,3rd party,129953.0,129953.0,2026-03-08,2026,3,CPC,Ashkelon,Black-Med,Middle,2026-08-12
03-2026 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84441.0,84441.0,2026-03-15,2026,3,CPC,Trieste,Black-Med,Middle,2026-08-12
05-2026 ALA,CSSA,Alatau,Alatau-Aframax,Own fleet,79503.9,79503.9,2026-03-14,2026,3,Es Sider,Omisalj,Med-Med,Short,2026-08-12
15-2026-S,KMG TRADING AG,Poliegos,Suezmax,3rd party,130176.0,130176.0,2026-03-20,2026,3,CPC,Rotterdam,Black-Continent,Long,2026-08-12
06-2026 ALA,BP SHIPPING LTD,Alatau,Alatau-Aframax,Own fleet,95928.103,95928.103,2026-03-27,2026,3,Ceyhan,Sines,Med-Continent,Middle,2026-08-12
17-2026-S,KMG TRADING AG,SEAGRACE,Suezmax,3rd party,130794.0,130794.0,2026-03-28,2026,3,CPC,Trieste,Black-Med,Middle,2026-08-12
21-2026-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,79819.332,79819.332,2026-03-31,2026,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
22-2026-S,KMG TRADING AG,DELTA HARMONY,Suezmax,3rd party,133241.0,133241.0,2026-04-03,2026,4,CPC,Trieste,Black-Med,Middle,2026-08-12
23-2026-S,KMG TRADING AG,Milos,Suezmax,3rd party,130559.0,130559.0,2026-04-10,2026,4,CPC,Trieste,Black-Med,Middle,2026-08-12
04-2026 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84441.0,84441.0,2026-04-11,2026,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
24-2026-S,KMG TRADING AG,DELTA IOS,Suezmax,3rd party,133639.0,133639.0,2026-04-14,2026,4,CPC,Trieste,Black-Med,Middle,2026-08-12
27-2026-S,Chevron Tankers Ltd,SAFEEN BARONESS,Aframax,ADP fleet,84845.335,84845.335,2026-04-23,2026,4,Batumi,FOS,Black-Med,Middle,2026-08-12
28-2026-S,KMG TRADING AG,DELTA COMMANDER,Suezmax,3rd party,133722.0,133722.0,2026-04-16,2026,4,CPC,Omisalj,Black-Med,Middle,2026-08-12
29-2026-S,KMG TRADING AG,DELTA EURYDICE,Suezmax,3rd party,131897.0,131897.0,2026-04-29,2026,4,CPC,Rotterdam,Black-Continent,Long,2026-08-12
31-2026-S,KMG TRADING AG,NISSOS CHRISTIANA,Aframax,3rd party,79939.0,79939.0,2026-04-20,2026,4,CPC,Midia,Black-Black,Short,2026-08-12
05-2026 ALT,Chevron Tankers Ltd,Altai,Altai-Aframax,Own fleet,93896.0,93896.0,2026-04-26,2026,4,CPC,Trieste,Black-Med,Middle,2026-08-12
07-2026 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,83708.324,83708.324,2026-05-06,2026,5,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
34-2026-S,KMG TRADING AG,SEAGRACE,Suezmax,3rd party,129527.0,129527.0,2026-05-03,2026,5,CPC,FOS,Black-Med,Middle,2026-08-12
33-2026-S,KMG TRADING AG,SAFEEN ELIZABETH,Suezmax,ADP fleet,131952.0,131952.0,2026-05-14,2026,5,CPC,Trieste,Black-Med,Middle,2026-08-12
35-2026-S,KMG TRADING AG,PASCHALIS,Suezmax,3rd party,131948.0,131948.0,2026-05-18,2026,5,CPC,FOS,Black-Med,Middle,2026-08-12
36-2026-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,85499.016,85499.016,2026-05-21,2026,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2026 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,89955.0,89955.0,2026-05-22,2026,5,CPC,Midia,Black-Black,Short,2026-08-12
38-2026-S,KMG TRADING AG,OTTOMAN INTEGRITY,Suezmax,3rd party,129435.0,129435.0,2026-05-22,2026,5,CPC,Trieste,Black-Med,Middle,2026-08-12
06-2026 ALT,Chevron Tankers Ltd,Altai,Altai-Aframax,Own fleet,93896.0,93896.0,2026-05-24,2026,5,CPC,Trieste,Black-Med,Middle,2026-08-12
37-2026-S,KMG TRADING AG,SAFEEN BARONESS,Aframax,ADP fleet,80090.246,80090.246,2026-05-26,2026,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
39-2026-S,KMG TRADING AG,OTTOMAN COURTESY,Suezmax,3rd party,126953.0,126953.0,2026-05-29,2026,5,CPC,Trieste,Black-Med,Middle,2026-08-12
40-2026-S,KMG TRADING AG,SAFEEN ELONA,Aframax,ADP fleet,85430.437,85430.437,2026-05-30,2026,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
41-2026-S,KMG TRADING AG,DELTA BLUE,Suezmax,3rd party,131949.0,131949.0,2026-06-03,2026,6,CPC,Aliaga,Black-Med,Middle,2026-08-12
09-2026 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79681.047,79681.047,2026-06-06,2026,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
43-2026-S,Eni Trade & Biofuel,AL HIYAR,Aframax,ADP fleet,94955.0,94955.0,2026-06-06,2026,6,CPC,Trieste,Black-Med,Middle,2026-08-12
42-2026-S,KMG TRADING AG,SAFEEN ELIZABETH,Suezmax,ADP fleet,131568.0,131568.0,2026-06-08,2026,6,CPC,Le Havre,Black-Continent,Long,2026-08-12
45-2026-S,KMG TRADING AG,OTTOMAN TENACITY,Suezmax,3rd party,130452.0,130452.0,2026-06-15,2026,6,CPC,FOS,Black-Med,Middle,2026-08-12
47-2026-S,KMG TRADING AG,DELTA IOS,Suezmax,3rd party,132055.0,132055.0,2026-06-21,2026,6,CPC,Trieste,Black-Med,Middle,2026-08-12
48-2026-S,Chevron Tankers Ltd,SAFEEN ELONA,Aframax,ADP fleet,92835.0,92835.0,2026-06-23,2026,6,CPC,Castellon,Black-Med,Middle,2026-08-12
49-2026-S,KMG TRADING AG,Minerva Alice,Aframax,3rd party,79712.639,79712.639,2026-06-23,2026,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
50-2026-S,KMG TRADING AG,Delta Supreme,Suezmax,3rd party,132122.0,132122.0,2026-06-29,2026,6,CPC,Santa Panagia,Black-Med,Middle,2026-08-12
51-2026-S,Chevron Tankers Ltd,SAFEEN BARONESS,Aframax,ADP fleet,86313.052,86313.052,2026-06-23,2026,6,Ceyhan,Trieste,Med-Med,Short,2026-08-12
10-2026 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,89899.0,89899.0,2026-06-17,2026,6,CPC,Midia,Black-Black,Short,2026-08-12
11-2026 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79613.347,79613.347,2026-07-06,2026,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
52-2026-S,KMG TRADING AG,FOLEGANDROS,Suezmax,3rd party,131120.0,131120.0,2026-07-11,2026,7,CPC,Trieste,Black-Med,Middle,2026-08-12
57-2026-S,SEARIVER MARITIME LLC,SAFEEN BARONESS,Aframax,ADP fleet,89329.019,89329.019,2026-07-10,2026,7,Ceyhan,Trieste,Med-Med,Short,2026-08-12
53-2026-S,KMG TRADING AG,MINERVA KALLIRROI,Suezmax,3rd party,129027.0,129027.0,2026-07-14,2026,7,CPC,Trieste,Black-Med,Middle,2026-08-12
07-2026 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80235.242,80235.242,2026-07-13,2026,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
55-2026-S,KMG TRADING AG,OTTOMAN INTEGRITY,Suezmax,3rd party,130748.0,130748.0,2026-07-18,2026,7,CPC,Rotterdam,Black-Continent,Long,2026-08-12
56-2026-S,KMG TRADING AG,NISSOS IOS,Suezmax,3rd party,77846.0,,2026-07-19,2026,7,CPC,FOS,Black-Med,Middle,2026-08-12
60-2026-S,KMG TRADING AG,Delta Supreme,Suezmax,3rd party,131747.0,,2026-07-29,2026,7,CPC,FOS,Black-Med,Middle,2026-08-12
59-2026-S,KMG TRADING AG,DELTA IOS,Suezmax,3rd party,131898.0,,2026-07-29,2026,7,CPC,Castellon,Black-Med,Middle,2026-08-12
67-2026-S,KMG TRADING AG,ARCHELAOS,Suezmax,3rd party,87945.0,,2026-08-03,2026,8,CPC,Midia,Black-Black,Short,2026-08-12
61-2026-S,Chevron Tankers Ltd,SAFEEN ELIZABETH,Suezmax,ADP fleet,131563.0,,2026-08-04,2026,8,CPC,THESSALONIKI,Black-Med,Middle,2026-08-12
68-2026-S,KMG TRADING AG,Daytona,Aframax,3rd party,88455.93,,2026-08-05,2026,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
66-2026-S,KMG TRADING AG,MINERVA KALLIRROI,Suezmax,3rd party,129561.0,,2026-08-06,2026,8,CPC,ZHOUSHAN,Black-Far East,Long,2026-08-12
12-2026 ALA,INPEX ENERGY TRADING SINGAPORE PTE. LTD,Alatau,Alatau-Aframax,Own fleet,88648.63,,2026-08-09,2026,8,Ceyhan,Milazzo,Med-Med,Short,2026-08-12
72-2026-S,Eni Trade & Biofuel,AL HIYAR,Aframax,ADP fleet,92640.5,,2026-08-11,2026,8,Bouri,Sarroch,Med-Med,Short,2026-08-12
70-2026-S,KMG TRADING AG,Flavin,Aframax,3rd party,87648.897,,2026-08-08,2026,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
