idx,charterer,ship,type,fleet,loaded,delivered,bl,year,month,load_port,disch_port,region,distance,src
05-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79942.0,,2015-03-19,2015,3,CPC,Haifa,Black-Med,Middle,2026-08-12
05-2015 ALA,Solal Shipping S.A.,Alatau,Alatau-Aframax,Own fleet,82960.0,,2015-03-29,2015,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
06-2015 ALT,ST Shipping,Altai,Altai-Aframax,Own fleet,84991.0,,2015-04-06,2015,4,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
06-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80175.0,,2015-04-10,2015,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
07-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79987.0,,2015-04-22,2015,4,CPC,FOS,Black-Med,Middle,2026-08-12
07-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80063.0,,2015-04-19,2015,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79992.0,,2015-04-29,2015,4,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
08-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80061.0,,2015-05-24,2015,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84989.0,,2015-05-23,2015,5,CPC,Midia,Black-Black,Short,2026-08-12
10-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84991.0,,2015-05-30,2015,5,CPC,Le Havre,Black-Continent,Long,2026-08-12
09-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80097.0,,2015-06-11,2015,6,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
1P,Vector Energy AG,Panagia Armata,Aframax,3rd party,79744.998,,2015-06-16,2015,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84987.0,,2015-06-22,2015,6,CPC,Tarragona,Black-Med,Middle,2026-08-12
11-2015 ALA,ENI Trading and Shipping SpA,Alatau,Alatau-Aframax,Own fleet,80403.583,,2015-06-24,2015,6,Bejaja,Milazzo,Med-Med,Short,2026-08-12
12-2015 ALA,Chevron Tankers Ltd,Alatau,Alatau-Aframax,Own fleet,97972.0,,2015-07-14,2015,7,CPC,Santa Panagia,Black-Med,Middle,2026-08-12
11-2015 ALT,SARAS SPA,Altai,Altai-Aframax,Own fleet,84048.002,,2015-07-14,2015,7,Farwah,Sarroch,Middle East-Med,Long,2026-08-12
1S,Vector Energy AG,Seasong,Aframax,3rd party,79827.0,,2015-07-15,2015,7,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
1C,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80264.0,,2015-07-22,2015,7,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
13-2015 ALA,TRAFIGURA MARITIME LOGISTICS PTE LTD,Alatau,Alatau-Aframax,Own fleet,79905.056,,2015-07-31,2015,7,CPC,Trieste,Black-Med,Middle,2026-08-12
12-2015 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,98958.4,,2015-08-04,2015,8,Sidi Kerir,Trieste,Med-Med,Short,2026-08-12
2P,Vector Energy AG,Panagia Armata,Aframax,3rd party,80113.0,,2015-08-06,2015,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
3P,Vector Energy AG,Panagia Armata,Aframax,3rd party,84880.387,,2015-08-16,2015,8,Supsa,Midia,Black-Black,Short,2026-08-12
14-2015 ALA,BP Shpping Ltd,Alatau,Alatau-Aframax,Own fleet,91602.915,,2015-08-23,2015,8,Ceyhan,Ashkelon,Med-Med,Short,2026-08-12
13-2015 ALT,ST Shipping,Altai,Altai-Aframax,Own fleet,79917.0,,2015-08-23,2015,8,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
15-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79960.0,,2015-09-07,2015,9,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
14-2015 ALT,Chartering and Shipping Services S.A. (CSS SA),Altai,Altai-Aframax,Own fleet,87859.079,,2015-09-11,2015,9,Farwah,Omisalj,Middle East-Med,Long,2026-08-12
1CEM,Vector Energy AG,Ce-Merapi,Aframax,3rd party,80142.0,,2015-09-15,2015,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2015 ALA,URSA,Alatau,Alatau-Aframax,Own fleet,85003.0,,2015-09-21,2015,9,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
4P,Vector Energy AG,Panagia Armata,Aframax,3rd party,80112.0,,2015-09-24,2015,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
15-2015 ALT,Chevron Tankers Ltd,Altai,Altai-Aframax,Own fleet,84979.0,,2015-09-27,2015,9,CPC,FOS,Black-Med,Middle,2026-08-12
2CEM,Vector Energy AG,Ce-Merapi,Aframax,3rd party,80025.0,,2015-10-09,2015,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80222.0,,2015-10-21,2015,10,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
17-2015 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93476.0,,2015-10-29,2015,10,CPC,Rotterdam,Black-Continent,Long,2026-08-12
17-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84978.0,,2015-11-01,2015,11,CPC,Ashkelon,Black-Med,Middle,2026-08-12
1B,Vector Energy AG,Bonita,Aframax,3rd party,80172.0,,2015-11-16,2015,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2015 ALA,TRAFIGURA MARITIME LOGISTICS PTE LTD,Alatau,Alatau-Aframax,Own fleet,82972.0,,2015-11-22,2015,11,Flotta,Milford Haven,UK-UK,Short,2026-08-12
2C,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80056.0,,2015-11-25,2015,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84977.0,,2015-11-27,2015,11,CPC,Omisalj,Black-Med,Middle,2026-08-12
19-2015 ALA,Chartering and Shipping Services S.A. (CSS SA),Alatau,Alatau-Aframax,Own fleet,83590.0,,2015-12-09,2015,12,Sullom Voe,Immingham,UK-UK,Short,2026-08-12
3CEM,Vector Energy AG,Ce-Merapi,Aframax,3rd party,80111.0,,2015-12-15,2015,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
1GF,Vector Energy AG,RBD Gino Ferretti,Aframax,3rd party,79917.0,,2015-12-21,2015,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
19-2015 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84494.0,,2015-12-30,2015,12,CPC,Ceyhan,Black-Med,Middle,2026-08-12
4CEM,Vector Energy AG,Ce-Merapi,Aframax,3rd party,80110.0,,2015-12-29,2015,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
20-2015 ALA,ST Shipping,Alatau,Alatau-Aframax,Own fleet,79185.7,,2016-01-04,2016,1,Marsa El Hariga,Trieste,Med-Med,Short,2026-08-12
1-2016CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80208.0,,2016-01-10,2016,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
1-2016CEM,Vector Energy AG,Ce-Merapi,Aframax,3rd party,80105.0,,2016-01-16,2016,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
2-2016CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80102.0,,2016-01-21,2016,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84997.0,,2016-02-03,2016,2,CPC,Midia,Black-Black,Short,2026-08-12
3-2016CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80077.0,,2016-02-13,2016,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2016 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,79942.0,,2016-02-16,2016,2,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
01-2016 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,79955.0,,2016-02-22,2016,2,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
4-2016CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80089.0,,2016-02-21,2016,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
5-2016CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80177.0,,2016-03-08,2016,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2016 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,80600.0,,2016-03-18,2016,3,Novorossiysk,Genoa,Black-Med,Middle,2026-08-12
02-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84934.0,,2016-03-25,2016,3,CPC,FOS,Black-Med,Middle,2026-08-12
01-2016 ALEX,Vector Energy AG,Alexia,Aframax,3rd party,80108.0,,2016-03-28,2016,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2016 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,80140.0,,2016-04-07,2016,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80094.0,,2016-04-20,2016,4,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
04-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79977.0,,2016-04-13,2016,4,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
05-2016 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,79972.0,,2016-04-26,2016,4,Novorossiysk,Pachi Megara,Black-Med,Middle,2026-08-12
04-2016 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,80001.0,,2016-05-03,2016,5,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
06-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,88623.4,,2016-05-14,2016,5,CPC,Omisalj,Black-Med,Middle,2026-08-12
02-2016 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,80072.0,,2016-05-11,2016,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80011.0,,2016-05-18,2016,5,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
06-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79989.0,,2016-05-30,2016,5,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
07-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80089.0,,2016-06-05,2016,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80030.0,,2016-06-14,2016,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
07-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80179.0,,2016-06-16,2016,6,CPC,Tarragona,Black-Med,Middle,2026-08-12
09-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79956.1,,2016-06-21,2016,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80483.0,,2016-06-30,2016,6,CPC,Trieste,Black-Med,Middle,2026-08-12
2-2016CEM,Vector Energy AG,Ce-Merapi,Aframax,3rd party,80080.0,,2016-07-06,2016,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80112.0,,2016-07-12,2016,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80151.0,,2016-07-21,2016,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
11-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80476.0,,2016-07-24,2016,7,CPC,Midia,Black-Black,Short,2026-08-12
10-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80475.0,,2016-07-30,2016,7,CPC,Augusta,Black-Med,Middle,2026-08-12
12-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80009.0,,2016-08-06,2016,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80036.0,,2016-08-12,2016,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80003.0,,2016-08-20,2016,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
11-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80174.0,,2016-08-24,2016,8,CPC,Midia,Black-Black,Short,2026-08-12
15-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84929.0,,2016-09-01,2016,9,CPC,Trieste,Black-Med,Middle,2026-08-12
03-2016 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,80103.0,,2016-09-14,2016,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2016 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,80108.0,,2016-10-07,2016,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2016 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,80193.0,,2016-10-16,2016,10,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
12-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80015.0,,2016-10-15,2016,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80059.0,,2016-10-23,2016,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
17-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84989.0,,2016-10-27,2016,10,CPC,Trieste,Black-Med,Middle,2026-08-12
14-2016 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80155.0,,2016-11-07,2016,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2016 S,Vector Energy AG,Saetta,Aframax,3rd party,79997.0,,2016-11-14,2016,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80076.0,,2016-11-19,2016,11,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
15-2016 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,80545.0,,2016-11-23,2016,11,Novorossiysk,Aliaga,Black-Med,Middle,2026-08-12
19-2016 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93470.0,,2016-11-30,2016,11,CPC,Trieste,Black-Med,Middle,2026-08-12
,Vector Energy AG,Aegean Power,Aframax,3rd party,80104.0,,2016-12-05,2016,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
,Vector Energy AG,Ce-Breeze,Aframax,3rd party,79998.0,,2016-12-15,2016,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80042.0,,2016-12-25,2016,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2016 ALA,ST Shipping,Alatau,Alatau-Aframax,Own fleet,80089.0,,2016-12-30,2016,12,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
01-2017 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,79982.0,,2017-01-04,2017,1,CPC,Trieste,Black-Med,Middle,2026-08-12
01-2017 CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80115.0,,2017-01-11,2017,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2017 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,79902.0,,2017-01-24,2017,1,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
01-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93435.0,,2017-01-29,2017,1,CPC,FOS,Black-Med,Middle,2026-08-12
02-2017 CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80291.0,,2017-02-03,2017,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80021.0,,2017-02-14,2017,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2017 DYN,Vector Energy AG,Dynasty,Aframax,3rd party,80066.0,,2017-02-14,2017,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79990.0,,2017-03-01,2017,3,CPC,Midia,Black-Black,Short,2026-08-12
02-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80002.0,,2017-03-04,2017,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84993.0,,2017-03-03,2017,3,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
03-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79973.0,,2017-03-16,2017,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80010.0,,2017-03-29,2017,3,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
04-2017 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,80001.0,,2017-04-06,2017,4,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
03-2017 CEB,Vector Energy AG,Ce-Breeze,Aframax,3rd party,80107.0,,2017-04-05,2017,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2017 SEAD,Vector Energy AG,Seadelta,Aframax,3rd party,80094.0,,2017-04-12,2017,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80006.0,,2017-04-20,2017,4,Novorossiysk,Augusta,Black-Med,Middle,2026-08-12
06-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80021.0,,2017-05-06,2017,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2017 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,79980.0,,2017-05-03,2017,5,Novorossiysk,Santa Panagia,Black-Med,Middle,2026-08-12
07-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93469.0,,2017-05-16,2017,5,CPC,Omisalj,Black-Med,Middle,2026-08-12
06-2017 ALT,Transway,Altai,Altai-Aframax,Own fleet,79861.0,,2017-05-21,2017,5,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
08-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,79856.0,,2017-06-05,2017,6,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
07-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,82102.0,,2017-06-13,2017,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80100.4,,2017-06-19,2017,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84965.0,,2017-06-25,2017,6,CPC,Omisalj/Trieste,Black-Med,Middle,2026-08-12
09-2017 ALT,Standard Tankers LLC,Altai,Altai-Aframax,Own fleet,93493.0,,2017-06-29,2017,6,CPC,FOS,Black-Med,Middle,2026-08-12
01-2017 CEN,Vector Energy AG,Ce-Niriis,Aframax,3rd party,78107.0,,2017-07-08,2017,7,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
02-2017 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,80026.0,,2017-07-05,2017,7,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
03-2017 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,82088.0,,2017-07-15,2017,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84943.0,,2017-07-18,2017,7,CPC,Ashkelon,Black-Med,Middle,2026-08-12
10-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80009.0,,2017-07-31,2017,7,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
11-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80056.0,,2017-08-05,2017,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
11-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80061.0,,2017-08-09,2017,8,Novorossiysk,tutunciftlik,Black-Med,Middle,2026-08-12
12-207 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80114.0,,2017-08-14,2017,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
12-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80137.0,,2017-08-21,2017,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84950.0,,2017-08-27,2017,8,CPC,FOS,Black-Med,Middle,2026-08-12
13-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80032.0,,2017-09-06,2017,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80057.0,,2017-09-12,2017,9,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
14-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80300.0,,2017-09-18,2017,9,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
01-2017 AH,Vector Energy AG,Aegean Horizon,Suezmax,3rd party,139913.0,,2017-09-17,2017,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
15-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,84981.0,,2017-09-30,2017,9,CPC,Trieste,Black-Med,Middle,2026-08-12
15-2017 ALA,Vitol SA,Alatau,Alatau-Aframax,Own fleet,80152.0,,2017-10-02,2017,10,CPC,FOS,Black-Med,Middle,2026-08-12
01-2017 AF,Vector Energy AG,Aegean Freedom,Aframax,3rd party,80025.0,,2017-10-11,2017,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2017 P,Vector Energy AG,Panagia Armata,Aframax,3rd party,79876.0,,2017-10-14,2017,10,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
16-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93432.0,,2017-10-27,2017,10,CPC,Ashkelon,Black-Med,Middle,2026-08-12
16-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80316.0,,2017-11-08,2017,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2017 TIG,Vector Energy AG,Tigani,Aframax,3rd party,79811.0,,2017-11-12,2017,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
17-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80463.0,,2017-11-18,2017,11,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
17-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,83506.0,,2017-11-24,2017,11,CPC,Ceyhan,Black-Med,Middle,2026-08-12
02-2017 DYN,Vector Energy AG,Dynasty,Aframax,3rd party,80112.0,,2017-11-30,2017,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2017 ALT,TRAFIGURA MARITIME LOGISTICS PTE LTD,Altai,Altai-Aframax,Own fleet,79950.0,,2017-12-03,2017,12,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
19-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80210.0,,2017-12-15,2017,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2017 AF,Vector Energy AG,Aegean Freedom,Aframax,3rd party,79781.0,,2017-12-08,2017,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
18-2017 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,84948.0,,2017-12-24,2017,12,CPC,FOS,Black-Med,Middle,2026-08-12
20-2017 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,79957.0,,2017-12-30,2017,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2018 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,84927.0,84927.0,2018-01-15,2018,1,CPC,Midia,Black-Black,Short,2026-08-12
02-2018 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,80049.0,80049.0,2018-01-25,2018,1,CPC,Trieste,Black-Med,Middle,2026-08-12
01-2018 ALA,Litasco,Alatau,Alatau-Aframax,Own fleet,83160.301,83160.301,2018-01-31,2018,1,Sidi Kerir,Burgas,Med-Black,Middle,2026-08-12
03-2018 ALT,KMG Trading AG,Altai,Altai-Aframax,Own fleet,79863.0,79863.0,2018-02-28,2018,2,Novorossiysk,Ashkelon,Black-Med,Middle,2026-08-12
02-2018 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,80273.0,80273.0,2018-02-19,2018,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2018 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,79897.0,79897.0,2018-03-10,2018,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
04-2018 ALT,Petroineos Trading Limited,Altai,Altai-Aframax,Own fleet,84990.0,84990.0,2018-03-24,2018,3,CPC,Trieste,Black-Med,Middle,2026-08-12
04-2018 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,80281.0,80281.0,2018-03-19,2018,3,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2018 ALA,KMG Trading AG,Alatau,Alatau-Aframax,Own fleet,80689.0,80689.0,2018-03-27,2018,3,Novorossiysk,Haifa,Black-Med,Middle,2026-08-12
05-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,93433.0,93433.0,2018-04-19,2018,4,CPC,Santa Panagia,Black-Med,Middle,2026-08-12
06-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,93473.0,93473.0,2018-04-24,2018,4,CPC,Trieste,Black-Med,Middle,2026-08-12
07-2018 ALA,ST Shipping,Alatau,Alatau-Aframax,Own fleet,80034.838,80034.838,2018-05-13,2018,5,Novorossiysk,Genoa,Black-Med,Middle,2026-08-12
06-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80050.613,80050.613,2018-05-15,2018,5,Novorossiysk,Constanta,Black-Black,Short,2026-08-12
07-2018 ALT,Vector Energy AG,Altai,Altai-Aframax,Own fleet,80222.0,80222.0,2018-05-31,2018,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,80128.0,80128.0,2018-06-05,2018,6,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
08-2018 ALT,Vitol SA,Altai,Altai-Aframax,Own fleet,85225.0,85225.0,2018-06-06,2018,6,CPC,FOS,Black-Med,Middle,2026-08-12
D1-2018,Vector Energy AG,Dynasty,Aframax,3rd party,81981.0,81981.0,2018-06-01,2018,6,Novorossiysk,Genoa,Black-Med,Middle,2026-08-12
09-2018 ALA,Vector Energy AG,Alatau,Alatau-Aframax,Own fleet,86365.349,86365.349,2018-06-27,2018,6,Novorossiysk,Omisalj/Augusta,Black-Med,Middle,2026-08-12
